original_language,popularity,title,vote_average,tconst,primary_title,start_year,runtime_minutes,genres,movie,production_budget,worldwide_gross
en,7.478,Searching for Sugar Man,7.9,tt2125608,Searching for Sugar Man,2012,86.0,"Biography,Documentary,Music",Tsotsi,3000000,11537539.0
en,7.455,Smashed,6.4,tt2063781,Smashed,2012,81.0,Drama,Letters to God,3000000,3237452.0
en,7.403,The Devil Inside,4.7,tt1560985,The Devil Inside,2012,83.0,Horror,DysFunkTional Family,3000000,2255000.0
en,7.385,2 Days in New York,5.6,tt1602472,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",Tusk,3000000,1887554.0
fr,7.353,Delicacy,6.3,tt1828995,Delicacy,2011,108.0,"Comedy,Drama,Romance",The Wall,3000000,4495262.0
en,7.31,Rogue River,5.1,tt1560978,Rogue River,2012,81.0,"Horror,Thriller",Elephant,3000000,10051516.0
en,7.31,Rogue River,5.1,tt7805906,Rogue River,2012,120.0,"Drama,Western",Damsels in Distress,3000000,1324299.0
en,7.292999999999998,Being Flynn,6.2,tt0455323,Being Flynn,2012,102.0,Drama,Oldboy,3000000,6239723.0
en,7.285,Celeste & Jesse Forever,6.5,tt1405365,Celeste & Jesse Forever,2012,92.0,"Comedy,Drama,Romance",Hobo with a Shotgun,3000000,834953.0
fr,7.277,Special Forces,6.6,tt1656192,Special Forces,2011,109.0,"Action,Drama,War",The D Train,3000000,772366.0
en,7.276,360,5.8,tt1680045,360,2011,110.0,"Drama,Thriller",Bachelorette,3000000,12577401.0
en,7.2639999999999985,Jesus Henry Christ,6.3,tt1393742,Jesus Henry Christ,2011,92.0,Comedy,Fish Tank,3000000,5922292.0
de,7.21,Hell,5.6,tt1643222,Hell,2011,89.0,"Horror,Sci-Fi,Thriller",Everybody Wants to Be Italian,3000000,351416.0
de,7.21,Hell,5.6,tt8784464,Hell,2018,61.0,"Adventure,Fantasy,Horror",The Bounce Back,3000000,421404.0
en,7.2010000000000005,The Words,6.6,tt1840417,The Words,2012,102.0,"Drama,Mystery,Romance",Freeway,3000000,295493.0
en,7.1720000000000015,V/H/S,5.9,tt2105044,V/H/S,2012,116.0,"Horror,Thriller",Love's Abiding Joy,3000000,252726.0
fr,7.1560000000000015,Where Do We Go Now?,7.4,tt1772424,Where Do We Go Now?,2011,110.0,"Comedy,Drama",Dead Alive,3000000,242623.0
it,7.152,Escort in love,6.3,tt1866205,Escort in Love,2011,95.0,Comedy,Chain Letter,3000000,1022453.0
en,7.1389999999999985,Katy Perry: Part of Me,6.8,tt2215719,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",Tim and Eric's Billion Dollar Movie,3000000,223652.0
en,7.1320000000000014,Dark Tide,5.0,tt1507563,Dark Tide,2012,94.0,"Action,Adventure,Drama",Holly,3000000,163069.0
en,7.117000000000001,Bait,5.5,tt1438173,Bait,2012,93.0,"Action,Adventure,Drama",The Eclipse,3000000,133411.0
en,7.117000000000001,Bait,5.5,tt2850658,Bait,2013,93.0,Thriller,The Grand,3000000,115879.0
en,7.117000000000001,Bait,5.5,tt3700594,Bait,2014,82.0,"Drama,Thriller",Sommersturm,3000000,95204.0
en,7.117000000000001,Bait,5.5,tt9652782,Bait,2019,89.0,Drama,Just Looking,3000000,39852.0
en,7.115,Your Sister's Sister,6.6,tt1742336,Your Sister's Sister,2011,90.0,"Comedy,Drama",Before We Go,3000000,483938.0
en,7.086,Madea's Witness Protection,5.6,tt2215285,Madea's Witness Protection,2012,114.0,"Comedy,Crime,Drama",The Divide,3000000,156362.0
en,7.072,Fun Size,5.5,tt1663143,Fun Size,2012,86.0,"Adventure,Comedy",Tanner Hall,3000000,5073.0
en,7.0520000000000005,Extracted,6.1,tt1757746,Extracted,2012,85.0,"Drama,Sci-Fi",My Big Fat Independent Movie,3000000,4655.0
en,7.05,Bachelorette,5.4,tt1920849,Bachelorette,2012,87.0,"Comedy,Romance",Demonic,3000000,4668109.0
en,7.047999999999999,Struck by Lightning,6.4,tt1791614,Struck by Lightning,2012,90.0,"Comedy,Drama",Ã l\'intÃ©rieur,3000000,895932.0
en,7.041,Vile,5.0,tt1711018,Vile,2011,90.0,Horror,Open Road,3000000,47469.0
en,6.917999999999998,247°F,5.2,tt1877543,247°F,2011,88.0,"Horror,Thriller",The Harvey Girls,2931000,4100000.0
en,6.877000000000002,Eden,6.8,tt1734433,Eden,2012,98.0,"Crime,Drama",Pocketful of Miracles,2900000,5000000.0
en,6.877000000000002,Eden,6.8,tt2063641,Eden,2012,101.0,"Comedy,Drama",Boynton Beach Club,2900000,3127472.0
en,6.877000000000002,Eden,6.8,tt2132321,Eden,2016,71.0,Drama,Freakonomics,2900000,172867.0
en,6.877000000000002,Eden,6.8,tt3032282,Eden,2014,90.0,"Drama,Thriller",Griff the Invisible,2900000,25935.0
en,6.877000000000002,Eden,6.8,tt5975878,Eden,2015,90.0,Animation,High Tension,2850000,6435262.0
en,6.877000000000002,Eden,6.8,tt7539088,Eden,2019,85.0,"Crime,Drama",Young Frankenstein,2800000,86300000.0
en,6.877000000000002,Eden,6.8,tt9174880,Eden,2018,97.0,Drama,The Omen,2800000,48570885.0
en,5.372999999999998,Eden,5.8,tt1734433,Eden,2012,98.0,"Crime,Drama",Friday the 13th Part VII: The New Blood,2800000,19170001.0
en,5.372999999999998,Eden,5.8,tt2063641,Eden,2012,101.0,"Comedy,Drama",Artie Lange's Beer League,2800000,475000.0
en,5.372999999999998,Eden,5.8,tt2132321,Eden,2016,71.0,Drama,The Wizard of Oz,2777000,34305476.0
en,5.372999999999998,Eden,5.8,tt3032282,Eden,2014,90.0,"Drama,Thriller",Diary of the Dead,2750000,5394447.0
en,5.372999999999998,Eden,5.8,tt5975878,Eden,2015,90.0,Animation,Ulee's Gold,2700000,15600000.0
en,5.372999999999998,Eden,5.8,tt7539088,Eden,2019,85.0,"Crime,Drama",Indivisible,2700000,3588305.0
en,5.372999999999998,Eden,5.8,tt9174880,Eden,2018,97.0,Drama,Lage Raho Munna Bhai,2700000,31517561.0
en,0.6,Eden,5.0,tt1734433,Eden,2012,98.0,"Crime,Drama",Rejsen til Saturn,2700000,5377665.0
en,0.6,Eden,5.0,tt2063641,Eden,2012,101.0,"Comedy,Drama",Donovan's Reef,2686000,6600000.0
en,0.6,Eden,5.0,tt3032282,Eden,2014,90.0,"Drama,Thriller",The Dress,2650000,16556.0
en,0.6,Eden,5.0,tt5975878,Eden,2015,90.0,Animation,Blazing Saddles,2600000,119500000.0
en,0.6,Eden,5.0,tt7539088,Eden,2019,85.0,"Crime,Drama",Friday the 13th Part IV: The Final Chapter,2600000,32980880.0
en,0.6,Eden,5.0,tt9174880,Eden,2018,97.0,Drama,Ida,2600000,15298355.0
en,5.372999999999998,Eden,5.8,tt1734433,Eden,2012,98.0,"Crime,Drama",Riding Giants,2600000,3292333.0
en,5.372999999999998,Eden,5.8,tt2063641,Eden,2012,101.0,"Comedy,Drama",Los CronocrÃ­menes,2600000,564474.0
en,5.372999999999998,Eden,5.8,tt2132321,Eden,2016,71.0,Drama,La Cara Oculta,2600000,7033931.0
en,5.372999999999998,Eden,5.8,tt3032282,Eden,2014,90.0,"Drama,Thriller",Timber Falls,2600000,71248.0
en,5.372999999999998,Eden,5.8,tt7539088,Eden,2019,85.0,"Crime,Drama",Singin' in the Rain,2540000,7200000.0
en,5.372999999999998,Eden,5.8,tt9174880,Eden,2018,97.0,Drama,A Haunted House,2500000,59922558.0
en,3.0610000000000004,Eden,5.4,tt1734433,Eden,2012,98.0,"Crime,Drama",Kevin Hart: Let Me Explain,2500000,32327255.0
en,3.0610000000000004,Eden,5.4,tt2063641,Eden,2012,101.0,"Comedy,Drama",Garden State,2500000,36028802.0
en,3.0610000000000004,Eden,5.4,tt2132321,Eden,2016,71.0,Drama,That Thing You Do!,2500000,34557416.0
en,3.0610000000000004,Eden,5.4,tt3032282,Eden,2014,90.0,"Drama,Thriller",Halloween II,2500000,25533818.0
en,3.0610000000000004,Eden,5.4,tt5975878,Eden,2015,90.0,Animation,Religulous,2500000,13881317.0
en,3.0610000000000004,Eden,5.4,tt7539088,Eden,2019,85.0,"Crime,Drama",Escape from the Planet of the Apes,2500000,12300000.0
en,3.0610000000000004,Eden,5.4,tt9174880,Eden,2018,97.0,Drama,Hud,2500000,10000000.0
en,5.372999999999998,Eden,5.8,tt1734433,Eden,2012,98.0,"Crime,Drama",My Own Private Idaho,2500000,6401336.0
en,5.372999999999998,Eden,5.8,tt2063641,Eden,2012,101.0,"Comedy,Drama",Before Sunrise,2500000,5690220.0
en,5.372999999999998,Eden,5.8,tt2132321,Eden,2016,71.0,Drama,Hunt for the Wilderpeople,2500000,23845533.0
en,5.372999999999998,Eden,5.8,tt3032282,Eden,2014,90.0,"Drama,Thriller",Robot & Frank,2500000,4934356.0
en,5.372999999999998,Eden,5.8,tt5975878,Eden,2015,90.0,Animation,Jesus' Son,2500000,1687548.0
en,5.372999999999998,Eden,5.8,tt7539088,Eden,2019,85.0,"Crime,Drama",Saving Face,2500000,1269705.0
en,5.372999999999998,Eden,5.8,tt9174880,Eden,2018,97.0,Drama,Brick Lane,2500000,3838486.0
en,0.6,Eden,0.0,tt1734433,Eden,2012,98.0,"Crime,Drama",My Life Without Me,2500000,12267275.0
en,0.6,Eden,0.0,tt2063641,Eden,2012,101.0,"Comedy,Drama",Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,497195.0
en,0.6,Eden,0.0,tt2132321,Eden,2016,71.0,Drama,Super,2500000,593933.0
en,0.6,Eden,0.0,tt3032282,Eden,2014,90.0,"Drama,Thriller",Fuel,2500000,174255.0
en,0.6,Eden,0.0,tt5975878,Eden,2015,90.0,Animation,The Other End of the Line,2500000,507446.0
en,0.6,Eden,0.0,tt7539088,Eden,2019,85.0,"Crime,Drama",8: The Mormon Proposition,2500000,100280.0
en,0.6,Eden,0.0,tt9174880,Eden,2018,97.0,Drama,Sleep Dealer,2500000,108907.0
es,6.8660000000000005,Unit 7,6.1,tt1924277,Unit 7,2012,96.0,"Action,Drama,Thriller",Eye of the Dolphin,2500000,72260.0
en,6.86,Marley,7.6,tt6600382,Marley,2017,90.0,Drama,Anatomie,2500000,9598.0
fr,6.718,The Assault,6.4,tt1793239,The Assault,2010,91.0,"Action,History,Thriller",Go For It!,2450000,182358.0
de,6.7120000000000015,The Famous Five,7.1,tt1954464,Famous Five,2012,93.0,"Adventure,Crime,Family",Get on the Bus,2400000,5691854.0
en,6.684,Columbus Circle,5.7,tt1465533,Columbus Circle,2012,82.0,"Crime,Drama,Mystery",Thr3e,2400000,1420418.0
en,6.65,Interview with a Hitman,5.3,tt2061712,Interview with a Hitman,2012,96.0,"Action,Thriller",Idiocracy,2400000,500296.0
en,6.65,Vamps,5.0,tt1545106,Vamps,2012,92.0,"Comedy,Horror,Romance",NiktÃ©,2400000,1333891.0
en,6.632999999999999,Silent Night,4.8,tt2347497,Silent Night,2012,94.0,"Comedy,Horror,Mystery",This is England,2380000,8739576.0
en,0.677,Silent Night,8.0,tt2347497,Silent Night,2012,94.0,"Comedy,Horror,Mystery",Bathing Beauty,2361000,3500000.0
es,6.631,Juan of the Dead,6.2,tt1838571,Juan of the Dead,2011,92.0,"Action,Comedy,Horror",Do You Believe?,2300000,14304931.0
en,6.625,Damsels in Distress,5.5,tt1667307,Damsels in Distress,2011,99.0,"Comedy,Drama,Romance",Show Boat,2300000,11000000.0
en,6.584,Celebrity Sex Tape,3.8,tt2136808,Celebrity Sex Tape,2012,87.0,Comedy,"Dancer, Texas Pop. 81",2300000,574838.0
en,6.564,One in the Chamber,4.9,tt1881024,One in the Chamber,2012,91.0,"Action,Crime,Thriller",Frontera,2300000,59696.0
en,6.556,Girl in Progress,5.5,tt1817676,Girl in Progress,2012,93.0,"Comedy,Drama",Redemption Road,2300000,29384.0
en,6.492000000000001,At Any Price,5.2,tt1937449,At Any Price,2012,105.0,"Drama,Sport,Thriller",Pinocchio,2289247,84300000.0
no,6.485,"Oslo, August 31st",7.5,tt1736633,"Oslo, August 31st",2011,95.0,Drama,Fantasia,2280000,83320000.0
en,6.482,Crawlspace,4.6,tt1890375,Crawlspace,2012,86.0,"Horror,Mystery,Sci-Fi",Friday the 13th Part 3,2250000,36690067.0
en,6.482,Crawlspace,4.6,tt2141777,Crawlspace,2013,90.0,"Horror,Thriller",The French Connection,2200000,41158757.0
en,6.482,Crawlspace,4.6,tt3612320,Within,2016,88.0,"Horror,Thriller",Friday the 13th Part V: A New Beginning,2200000,21930418.0
en,5.9110000000000005,Crawlspace,4.7,tt1890375,Crawlspace,2012,86.0,"Horror,Mystery,Sci-Fi",The Last Sin Eater,2200000,388390.0
en,5.9110000000000005,Crawlspace,4.7,tt3612320,Within,2016,88.0,"Horror,Thriller",The Valley of Decision,2160000,9132000.0
en,6.46,The Sessions,6.9,tt1866249,The Sessions,2012,95.0,"Biography,Comedy,Drama",Chicken Tikka Masala,2160000,37865.0
en,6.4460000000000015,Found,6.4,tt2368855,Found,2012,70.0,Drama,The Best Years of Our Lives,2100000,23600000.0
en,6.442,Would You Rather,5.8,tt1999995,Would You Rather,2012,93.0,Horror,Elling,2100000,313436.0
en,6.425,Gallowwalkers,4.1,tt0829176,Gallowwalkers,2012,90.0,"Action,Horror,Thriller",Mi America,2100000,3330.0
es,6.4060000000000015,Chinese Take-Out,7.3,tt1705786,Chinese Take-Out,2011,93.0,"Comedy,Drama",[Rec],2100000,23266821.0
en,6.394,Stitches,5.6,tt2126362,Stitches,2012,86.0,"Comedy,Horror",Courageous,2000000,35185884.0
en,6.394,Stitches,5.6,tt8746682,Stitches,2017,103.0,Drama,From Russia With Love,2000000,78900000.0
en,6.39,Stash House,5.0,tt1919090,Stash House,2012,99.0,Thriller,Mad Max 2: The Road Warrior,2000000,24600832.0
en,6.364,Lovely Molly,5.1,tt1707392,Lovely Molly,2011,99.0,"Drama,Horror",In the Heat of the Night,2000000,24407647.0
en,6.334,Black Rock,4.9,tt1930294,Black Rock,2012,83.0,"Horror,Thriller",Sleeper,2000000,18344729.0
en,6.315,The Angels' Share,7.1,tt1924394,The Angels' Share,2012,101.0,"Comedy,Crime,Drama",Everything You Always Wanted to Know,2000000,18016290.0
en,6.315,Room 237,6.3,tt2085910,Room 237,2012,102.0,Documentary,It Follows,2000000,23250755.0
en,6.315,Room 237,6.3,tt2085910,Room 237,2012,102.0,Documentary,Eighth Grade,2000000,14341016.0
en,6.301,Jack & Diane,4.4,tt0850677,Jack & Diane,2012,110.0,"Drama,Horror,Romance",To Kill A Mockingbird,2000000,13129846.0
en,6.289,For Ellen,5.6,tt1570583,For Ellen,2012,94.0,Drama,Silent House,2000000,16610760.0
en,6.28,The Queen of Versailles,7.1,tt2125666,The Queen of Versailles,2012,100.0,Documentary,Boys Don't Cry,2000000,20741000.0
en,6.266,Eating Out: The Open Weekend,5.9,tt1833846,Eating Out: The Open Weekend,2011,82.0,Comedy,Das Leben der Anderen,2000000,81197047.0
en,6.266,"Guns, Girls and Gambling",5.2,tt1675161,"Guns, Girls and Gambling",2012,90.0,"Crime,Thriller",Hardcore Henry,2000000,17187434.0
en,6.2620000000000005,Dino Time,4.7,tt1321862,Dino Time,2012,86.0,"Adventure,Animation,Comedy",Lolita,2000000,9250000.0
en,6.261,Sleepwalk with Me,6.7,tt2077851,Sleepwalk with Me,2012,81.0,Comedy,Boom Town,2000000,9172000.0
en,6.246,Hick,5.7,tt1205558,Hick,2011,99.0,"Comedy,Drama",Gentleman's Agreement,2000000,7800000.0
en,6.222,Take This Waltz,6.5,tt1592281,Take This Waltz,2011,116.0,"Comedy,Drama",The Hustler,2000000,7600000.0
en,6.2189999999999985,Starlet,7.0,tt2035630,Starlet,2012,103.0,Drama,Witchboard,2000000,7369373.0
de,6.214,Little Thirteen,6.2,tt2215267,Little Thirteen,2012,90.0,"Drama,Romance",Les Triplettes de Belleville,2000000,17403168.0
en,6.21,A Late Quartet,6.9,tt1226240,A Late Quartet,2012,105.0,"Drama,Music",Smoke Signals,2000000,7756617.0
en,6.202000000000001,Indie Game: The Movie,7.8,tt1942884,Indie Game: The Movie,2012,103.0,"Documentary,Drama",Winter's Bone,2000000,16131551.0
en,6.2010000000000005,Chained,6.5,tt1989475,Chained,2012,94.0,"Crime,Drama,Horror",Meet the Mormons,2000000,6049171.0
en,6.169,We Are Legion: The Story of the Hacktivists,7.0,tt2177843,We Are Legion: The Story of the Hacktivists,2012,93.0,Documentary,American Splendor,2000000,8685632.0
nl,6.151,The Broken Circle Breakdown,7.8,tt2024519,The Broken Circle Breakdown,2012,111.0,"Drama,Music,Romance",The Florida Project,2000000,11295324.0
en,6.143,Maximum Conviction,5.0,tt2119474,Maximum Conviction,2012,98.0,"Action,Adventure,Thriller",All Saints,2000000,5941994.0
en,6.14,Won't Back Down,6.3,tt1870529,Won't Back Down,2012,121.0,Drama,Before Sunset,2000000,11217346.0
en,6.14,Won't Back Down,6.3,tt3779570,Won't Back Down,2014,114.0,Sport,Amores Perros,2000000,20883834.0
en,0.938,Won't Back Down,6.2,tt1870529,Won't Back Down,2012,121.0,Drama,Thirteen,2000000,9505996.0
en,0.938,Won't Back Down,6.2,tt3779570,Won't Back Down,2014,114.0,Sport,Touching the Void,2000000,15396525.0
en,6.12,Twixt,5.0,tt1756851,Twixt,2011,88.0,"Comedy,Fantasy,Horror",Inside Job,2000000,7799257.0
fr,6.1179999999999986,Café de Flore,6.9,tt1550312,Café de Flore,2011,120.0,"Drama,Romance",Alexander's Ragtime Band,2000000,4000000.0
en,6.06,Save the Date,5.9,tt1965065,Save the Date,2012,97.0,"Comedy,Romance",Me and You and Everyone We Know,2000000,9615464.0
en,6.029,It's a Disaster,6.3,tt1995341,It's a Disaster,2012,88.0,"Comedy,Drama",We Are Your Friends,2000000,10153415.0
en,6.029,It's a Disaster,6.3,tt1995341,It's a Disaster,2012,88.0,"Comedy,Drama",Harsh Times,2000000,6225304.0
en,6.015,Samsara,8.2,tt0770802,Samsara,2011,102.0,"Documentary,Music",Ghost Dog: The Way of the Samurai,2000000,10672492.0
en,5.992000000000001,Snowtown,6.3,tt1680114,The Snowtown Murders,2011,119.0,"Biography,Crime,Drama",Captive,2000000,2791973.0
en,5.9529999999999985,The Lady,6.9,tt5121606,The Lady,2015,79.0,"Drama,Mystery",The Resurrection of Gavin Stone,2000000,2303792.0
en,5.948,Wild Bill,6.8,tt1795702,Wild Bill,2011,98.0,Drama,Waltz with Bashir,2000000,13912289.0
en,5.945,The Giant Mechanical Man,6.3,tt1769363,The Giant Mechanical Man,2012,95.0,"Comedy,Drama,Romance",Night on Earth,2000000,2022893.0
es,5.935,Blancanieves,7.3,tt1854513,Blancanieves,2012,104.0,"Drama,Fantasy",Nemesis,2000000,2001124.0
es,5.935,Blancanieves,7.3,tt1854513,Blancanieves,2012,104.0,"Drama,Fantasy",Shortbus,2000000,1985292.0
en,5.908,Some Guy Who Kills People,6.1,tt1568341,Some Guy Who Kills People,2011,97.0,"Comedy,Crime,Drama",Son of Rambow: A Home Movie,2000000,11263263.0
en,5.905,Think Like a Man,6.9,tt1621045,Think Like a Man,2012,122.0,"Comedy,Romance","The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865.0
en,5.901,The Central Park Five,7.2,tt2380247,The Central Park Five,2012,119.0,"Crime,Documentary,History",Hamlet,2000000,2419669.0
en,5.847,The Barrens,5.3,tt2050633,The Barrens,2012,94.0,Horror,The Diary of a Teenage Girl,2000000,2279959.0
en,5.831,In Their Skin,5.3,tt1790869,In Their Skin,2012,97.0,"Horror,Thriller",Locke,2000000,2088390.0
en,5.83,7 Below,3.4,tt1988781,7 Below,2012,90.0,Horror,Get Real,2000000,1152411.0
en,5.775,My Awkward Sexual Adventure,5.9,tt2112210,My Awkward Sexual Adventure,2012,98.0,"Comedy,Romance",In the Shadow of the Moon,2000000,2175587.0
fr,5.774,The Dandelions,6.8,tt2276095,The Dandelions,2012,89.0,"Comedy,Drama",Meek's Cutoff,2000000,1869928.0
en,5.767,Love Bite,4.7,tt2027154,Love Bite,2012,91.0,"Comedy,Horror",The Babadook,2000000,7482387.0
en,5.759,Hello I Must Be Going,5.9,tt2063666,Hello I Must Be Going,2012,95.0,"Comedy,Drama,Romance",Inside Deep Throat,2000000,691880.0
en,5.7570000000000014,The Battery,6.3,tt2272350,The Battery,2012,101.0,"Adventure,Drama,Horror",Dinner Rush,2000000,1075504.0
en,5.751,A Dark Truth,5.5,tt2083379,A Dark Truth,2012,106.0,"Action,Thriller",The Virginity Hit,2000000,636706.0
fr,5.734,Declaration of War,7.1,tt1931470,Declaration of War,2011,100.0,Drama,Clockwatchers,2000000,539961.0
en,5.7170000000000005,Under the Bed,5.0,tt1934458,Under the Bed,2012,87.0,"Drama,Horror",House of D,2000000,466106.0
en,1.177,Under the Bed,4.1,tt1934458,Under the Bed,2012,87.0,"Drama,Horror",Stonewall,2000000,304602.0
en,5.6560000000000015,Hotel Noir,5.8,tt2403883,Hotel Noir,2012,97.0,"Crime,Drama,Romance",Sherrybaby,2000000,759504.0
en,5.624,Albatross,6.2,tt1541149,Albatross,2011,90.0,Drama,The Last Five Years,2000000,205298.0
en,5.624,Albatross,6.2,tt3128706,Albatross,2015,89.0,"Comedy,Drama,Sport",Six-String Samurai,2000000,134624.0
en,0.6,Albatross,10.0,tt1541149,Albatross,2011,90.0,Drama,It's All Gone Pete Tong,2000000,2226603.0
en,0.6,Albatross,10.0,tt3128706,Albatross,2015,89.0,"Comedy,Drama,Sport",Saint John of Las Vegas,2000000,102645.0
en,5.621,Lola Versus,5.0,tt1710417,Lola Versus,2012,87.0,Comedy,Pump,2000000,72277.0
no,5.603,Thale,5.4,tt2112287,Thale,2012,76.0,"Drama,Fantasy,Horror",Roadside Romeo,2000000,2046090.0
es,5.602,As Luck Would Have It,5.9,tt1808240,As Luck Would Have It,2011,94.0,Drama,Eureka,2000000,76654.0
pt,5.572,Tabu,7.3,tt2153963,Tabu,2012,118.0,"Drama,Romance",Lost River,2000000,2009644.0
pt,5.572,Tabu,7.3,tt6719074,Tabu,2017,90.0,Drama,This Thing of Ours,2000000,37227.0
en,5.5379999999999985,The Moth Diaries,5.2,tt1407065,The Moth Diaries,2011,82.0,"Drama,Fantasy,Horror",Knock Knock,2000000,6328516.0
sv,5.473,The Hypnotist,5.4,tt1556243,The Hypnotist,2012,122.0,"Crime,Drama,Thriller",Growing up Smith,2000000,35312.0
en,5.461,Branded,4.6,tt1368440,Branded,2012,106.0,"Drama,Fantasy,Thriller",Super Capers,2000000,30955.0
en,5.461,Branded,4.6,tt3429774,Branded,2017,73.0,"Drama,Mystery,Western",Return of the Living Dead 3,2000000,21000.0
en,5.461,Branded,4.6,tt5000924,Branded,2015,73.0,"Drama,Mystery",The Missing Person,2000000,17896.0
fr,5.437,Sister,6.8,tt2062969,Sister,2012,97.0,"Crime,Drama",The First Time,2000000,17061.0
en,5.433,Chasing Ice,7.6,tt1579361,Chasing Ice,2012,75.0,"Biography,Documentary",London,2000000,12667.0
en,5.412000000000001,Someday This Pain Will Be Useful to You,5.6,tt1703125,Someday This Pain Will Be Useful to You,2011,95.0,Drama,Circle,2000000,10024.0
en,5.405,Girls Gone Dead,3.5,tt1884318,Girls Gone Dead,2012,104.0,"Comedy,Horror",Eden Lake,2000000,4294373.0
fr,5.31,Holy Motors,7.0,tt2076220,Holy Motors,2012,115.0,"Drama,Fantasy",Jerusalema,2000000,10679.0
en,5.305,Ai Weiwei: Never Sorry,7.2,tt1845773,Ai Weiwei: Never Sorry,2012,91.0,Documentary,Say Uncle,2000000,5361.0
en,5.3020000000000005,Small Apartments,5.9,tt1272886,Small Apartments,2012,96.0,"Comedy,Crime,Drama",Plush,2000000,28864.0
en,5.26,Tower Block,5.9,tt1992258,Tower Block,2012,90.0,Thriller,The Ghastly Love of Johnny X,2000000,2436.0
en,5.249,Smiley,4.3,tt2025667,Smiley,2012,95.0,"Comedy,Horror",Lesbian Vampire Killers,2000000,3620902.0
en,5.215,Not Fade Away,5.7,tt1230215,Not Fade Away,2012,112.0,Drama,Grave Encounters,2000000,2151887.0
en,5.2010000000000005,How to Survive a Plague,7.7,tt2124803,How to Survive a Plague,2012,110.0,"Documentary,History,News",Bone Tomahawk,2000000,475846.0
en,5.19,The Bay,5.5,tt1713476,The Bay,2012,84.0,"Horror,Sci-Fi,Thriller",Freeze Frame,2000000,105377.0
en,5.1560000000000015,Saints and Soldiers: Airborne Creed,5.6,tt2082415,Saints and Soldiers: Airborne Creed,2012,94.0,"Action,Drama,War","To Be Frank, Sinatra at 100",2000000,926.0
en,4.605,Between Us,5.2,tt3886604,Between Us,2016,100.0,"Comedy,Drama,Romance",Buried,1987650,21270290.0
en,1.742,Between Us,5.5,tt1109574,Between Us,2012,90.0,Drama,River's Edge,1900000,4600000.0
en,1.742,Between Us,5.5,tt3886604,Between Us,2016,100.0,"Comedy,Drama,Romance",Man on Wire,1900000,5617067.0
en,4.506,Hijacked,3.6,tt1986857,Hijacked,2012,86.0,"Action,Crime,Thriller",Brotherly Love,1900000,478595.0
en,4.5,Chimpanzee,7.2,tt1222815,Chimpanzee,2012,78.0,Documentary,Submarine,1900000,4581937.0
en,4.499,Nobody Walks,4.9,tt1907731,Nobody Walks,2012,83.0,Drama,The Square,1900000,740932.0
en,4.476,Freaky Deaky,5.1,tt0938305,Freaky Deaky,2012,90.0,"Comedy,Crime,Thriller",ABCD (Any Body Can Dance),1900000,10137234.0
fr,4.462,The Stroller Strategy,5.6,tt2520516,The Stroller Strategy,2012,90.0,Comedy,Chacun sa nuit,1900000,139317.0
en,4.438,Cheerful Weather for the Wedding,5.8,tt1159922,Cheerful Weather for the Wedding,2012,89.0,"Comedy,Drama,Romance",Stranded,1900000,285593.0
de,4.409,12/12/12,2.1,tt2313780,12/12/12,2012,86.0,Horror,Vaalu,1900000,12444.0
en,4.359,Redd Inc.,5.6,tt1857842,Inhuman Resources,2012,93.0,"Horror,Thriller",The Last Exorcism,1800000,70165900.0
es,4.343,Extraterrestrial,5.5,tt1680133,Extraterrestrial,2011,95.0,"Comedy,Drama,Sci-Fi",Carrie,1800000,25878153.0
en,4.337,Simon Killer,6.1,tt1790834,Simon Killer,2012,101.0,"Drama,Thriller",A Nightmare on Elm Street,1800000,25504513.0
en,4.297,The Invisible War,7.5,tt2120152,The Invisible War,2012,93.0,"Crime,Documentary",Beasts of the Southern Wild,1800000,23265132.0
en,4.293,Something from Nothing: The Art of Rap,6.7,tt2062996,Something from Nothing: The Art of Rap,2012,106.0,"Documentary,Music",Dr. Strangelove,1800000,9230678.0
en,4.268,Detention of the Dead,5.0,tt1865346,Detention of the Dead,2012,87.0,"Action,Adventure,Comedy",Battle for the Planet of the Apes,1800000,8800000.0
en,4.2360000000000015,Breathless,5.4,tt2005164,Breathless,2012,92.0,"Comedy,Thriller",A Streetcar Named Desire,1800000,8000000.0
en,4.2360000000000015,Breathless,5.4,tt9266874,Breathless,2018,70.0,Documentary,El crimen de padre Amaro,1800000,5719000.0
sv,4.218,Simon & the Oaks,6.6,tt1375669,Simon & the Oaks,2011,122.0,Drama,Songcatcher,1800000,3050934.0
en,4.1610000000000005,Jayne Mansfield's Car,5.9,tt1781840,Jayne Mansfield's Car,2012,122.0,Drama,Higher Ground,1800000,842693.0
en,4.1610000000000005,Jayne Mansfield's Car,5.9,tt1781840,Jayne Mansfield's Car,2012,122.0,Drama,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,783733.0
en,4.158,Marfa Girl,4.9,tt2168854,Marfa Girl,2012,105.0,Drama,Travellers and Magicians,1800000,1322161.0
sv,4.099,Nobel's Last Will,5.9,tt1794886,Nobel's Last Will,2012,90.0,"Drama,Mystery,Thriller",Ed and his Dead Mother,1800000,673.0
